Name,Nodes,Features,Configs,PresentConfigs,Mode,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
/mnt/f/code/busybox-1.31.1/coreutils/chgrp.cfg,111,2,4,2,brute-force,3.03E-05,3.00E-05,3.08E-05,1.20E-06,8.13E-07,1.71E-06
/mnt/f/code/busybox-1.31.1/coreutils/chgrp.cfg,111,2,4,2,shallow,1.16E-05,1.15E-05,1.17E-05,2.97E-07,1.31E-07,5.34E-07
/mnt/f/code/busybox-1.31.1/coreutils/chgrp.cfg,111,2,4,2,deep,1.52E-04,1.51E-04,1.53E-04,3.45E-06,2.07E-06,5.95E-06
/mnt/f/code/busybox-1.31.1/coreutils/chmod.cfg,131,2,4,4,brute-force,3.48E-05,3.46E-05,3.51E-05,8.34E-07,5.81E-07,1.14E-06
/mnt/f/code/busybox-1.31.1/coreutils/chmod.cfg,131,2,4,4,shallow,2.93E-05,2.87E-05,3.05E-05,2.82E-06,1.72E-06,4.85E-06
/mnt/f/code/busybox-1.31.1/coreutils/chmod.cfg,131,2,4,4,deep,1.81E-04,1.80E-04,1.83E-04,3.74E-06,1.84E-06,6.60E-06
/mnt/f/code/busybox-1.31.1/coreutils/chroot.cfg,117,2,4,2,brute-force,3.17E-05,3.14E-05,3.23E-05,1.34E-06,4.49E-07,2.40E-06
/mnt/f/code/busybox-1.31.1/coreutils/chroot.cfg,117,2,4,2,shallow,1.21E-05,1.21E-05,1.22E-05,1.42E-07,1.05E-07,1.88E-07
/mnt/f/code/busybox-1.31.1/coreutils/chroot.cfg,117,2,4,2,deep,1.59E-04,1.58E-04,1.60E-04,2.39E-06,1.75E-06,3.39E-06
/mnt/f/code/busybox-1.31.1/coreutils/comm.cfg,172,3,8,4,brute-force,1.04E-04,1.01E-04,1.11E-04,1.55E-05,7.44E-06,2.52E-05
/mnt/f/code/busybox-1.31.1/coreutils/comm.cfg,172,3,8,4,shallow,3.67E-05,3.65E-05,3.69E-05,6.33E-07,4.86E-07,8.59E-07
/mnt/f/code/busybox-1.31.1/coreutils/comm.cfg,172,3,8,4,deep,2.36E-04,2.35E-04,2.39E-04,6.30E-06,3.55E-06,1.08E-05
/mnt/f/code/busybox-1.31.1/coreutils/cut.cfg,133,2,4,2,brute-force,3.50E-05,3.48E-05,3.55E-05,1.05E-06,4.48E-07,2.00E-06
/mnt/f/code/busybox-1.31.1/coreutils/cut.cfg,133,2,4,2,shallow,1.38E-05,1.37E-05,1.38E-05,2.41E-07,1.76E-07,3.17E-07
/mnt/f/code/busybox-1.31.1/coreutils/cut.cfg,133,2,4,2,deep,1.84E-04,1.83E-04,1.85E-04,3.74E-06,2.92E-06,4.81E-06
/mnt/f/code/busybox-1.31.1/coreutils/df.cfg,131,6,64,12,brute-force,6.97E-04,6.82E-04,7.15E-04,5.69E-05,4.38E-05,7.20E-05
/mnt/f/code/busybox-1.31.1/coreutils/df.cfg,131,6,64,12,shallow,8.22E-05,8.15E-05,8.34E-05,2.94E-06,1.88E-06,4.44E-06
/mnt/f/code/busybox-1.31.1/coreutils/df.cfg,131,6,64,12,deep,1.81E-04,1.80E-04,1.83E-04,4.93E-06,2.47E-06,9.24E-06
/mnt/f/code/busybox-1.31.1/coreutils/dirname.cfg,109,2,4,2,brute-force,2.95E-05,2.93E-05,2.99E-05,7.53E-07,4.57E-07,1.48E-06
/mnt/f/code/busybox-1.31.1/coreutils/dirname.cfg,109,2,4,2,shallow,1.14E-05,1.13E-05,1.15E-05,2.93E-07,2.03E-07,4.31E-07
/mnt/f/code/busybox-1.31.1/coreutils/dirname.cfg,109,2,4,2,deep,1.53E-04,1.52E-04,1.57E-04,8.10E-06,6.05E-06,1.28E-05
/mnt/f/code/busybox-1.31.1/coreutils/dos2unix.cfg,142,3,8,4,brute-force,7.70E-05,7.66E-05,7.80E-05,1.97E-06,1.08E-06,3.87E-06
/mnt/f/code/busybox-1.31.1/coreutils/dos2unix.cfg,142,3,8,4,shallow,2.97E-05,2.95E-05,2.98E-05,4.43E-07,3.43E-07,5.77E-07
/mnt/f/code/busybox-1.31.1/coreutils/dos2unix.cfg,142,3,8,4,deep,1.88E-04,1.88E-04,1.90E-04,3.71E-06,2.46E-06,6.27E-06
/mnt/f/code/busybox-1.31.1/coreutils/echo.cfg,170,3,8,4,brute-force,8.95E-05,8.91E-05,9.03E-05,2.02E-06,1.34E-06,3.27E-06
/mnt/f/code/busybox-1.31.1/coreutils/echo.cfg,170,3,8,4,shallow,3.54E-05,3.53E-05,3.56E-05,5.47E-07,4.62E-07,6.64E-07
/mnt/f/code/busybox-1.31.1/coreutils/echo.cfg,170,3,8,4,deep,2.58E-04,2.54E-04,2.65E-04,1.80E-05,1.35E-05,2.50E-05
/mnt/f/code/busybox-1.31.1/coreutils/env.cfg,122,3,8,4,brute-force,6.85E-05,6.82E-05,6.88E-05,1.06E-06,8.01E-07,1.43E-06
/mnt/f/code/busybox-1.31.1/coreutils/env.cfg,122,3,8,4,shallow,2.66E-05,2.62E-05,2.75E-05,2.09E-06,1.57E-06,3.27E-06
/mnt/f/code/busybox-1.31.1/coreutils/env.cfg,122,3,8,4,deep,1.67E-04,1.66E-04,1.69E-04,4.30E-06,2.24E-06,8.30E-06
/mnt/f/code/busybox-1.31.1/coreutils/false.cfg,104,2,4,2,brute-force,2.88E-05,2.85E-05,2.96E-05,1.40E-06,7.72E-07,2.65E-06
/mnt/f/code/busybox-1.31.1/coreutils/false.cfg,104,2,4,2,shallow,1.11E-05,1.10E-05,1.13E-05,5.31E-07,3.71E-07,8.74E-07
/mnt/f/code/busybox-1.31.1/coreutils/false.cfg,104,2,4,2,deep,1.42E-04,1.41E-04,1.43E-04,3.12E-06,2.52E-06,3.95E-06
/mnt/f/code/busybox-1.31.1/coreutils/fold.cfg,162,6,64,16,brute-force,7.94E-04,7.90E-04,8.01E-04,1.53E-05,1.06E-05,2.37E-05
/mnt/f/code/busybox-1.31.1/coreutils/fold.cfg,162,6,64,16,shallow,1.36E-04,1.35E-04,1.36E-04,2.13E-06,1.57E-06,2.89E-06
/mnt/f/code/busybox-1.31.1/coreutils/fold.cfg,162,6,64,16,deep,2.29E-04,2.28E-04,2.30E-04,3.81E-06,2.76E-06,6.11E-06
/mnt/f/code/busybox-1.31.1/coreutils/head.cfg,253,4,16,6,brute-force,2.68E-04,2.66E-04,2.70E-04,6.55E-06,5.01E-06,9.58E-06
/mnt/f/code/busybox-1.31.1/coreutils/head.cfg,253,4,16,6,shallow,8.09E-05,8.01E-05,8.24E-05,3.64E-06,2.46E-06,5.68E-06
/mnt/f/code/busybox-1.31.1/coreutils/head.cfg,253,4,16,6,deep,4.91E-04,4.88E-04,5.00E-04,1.50E-05,6.99E-06,2.82E-05
/mnt/f/code/busybox-1.31.1/coreutils/hostid.cfg,111,2,4,2,brute-force,3.00E-05,2.98E-05,3.04E-05,8.94E-07,6.03E-07,1.27E-06
/mnt/f/code/busybox-1.31.1/coreutils/hostid.cfg,111,2,4,2,shallow,1.16E-05,1.15E-05,1.19E-05,5.47E-07,2.87E-07,9.49E-07
/mnt/f/code/busybox-1.31.1/coreutils/hostid.cfg,111,2,4,2,deep,1.52E-04,1.51E-04,1.54E-04,4.65E-06,2.79E-06,8.33E-06
/mnt/f/code/busybox-1.31.1/coreutils/id.cfg,208,7,128,24,brute-force,2.06E-03,2.03E-03,2.10E-03,1.21E-04,7.88E-05,1.76E-04
/mnt/f/code/busybox-1.31.1/coreutils/id.cfg,208,7,128,24,shallow,2.67E-04,2.66E-04,2.69E-04,6.40E-06,4.52E-06,1.02E-05
/mnt/f/code/busybox-1.31.1/coreutils/id.cfg,208,7,128,24,deep,2.93E-04,2.92E-04,2.94E-04,3.81E-06,3.06E-06,4.79E-06
/mnt/f/code/busybox-1.31.1/coreutils/install.cfg,190,5,32,5,brute-force,3.39E-04,3.36E-04,3.42E-04,9.51E-06,6.97E-06,1.46E-05
/mnt/f/code/busybox-1.31.1/coreutils/install.cfg,190,5,32,5,shallow,4.54E-05,4.49E-05,4.69E-05,2.60E-06,4.32E-07,5.45E-06
/mnt/f/code/busybox-1.31.1/coreutils/install.cfg,190,5,32,5,deep,4.15E-04,4.13E-04,4.17E-04,6.21E-06,4.59E-06,9.52E-06
/mnt/f/code/busybox-1.31.1/coreutils/libcoreutils/cp_mv_stat.cfg,118,3,8,4,brute-force,6.92E-05,6.83E-05,7.08E-05,3.88E-06,2.07E-06,6.19E-06
/mnt/f/code/busybox-1.31.1/coreutils/libcoreutils/cp_mv_stat.cfg,118,3,8,4,shallow,2.49E-05,2.48E-05,2.50E-05,3.27E-07,2.62E-07,4.41E-07
/mnt/f/code/busybox-1.31.1/coreutils/libcoreutils/cp_mv_stat.cfg,118,3,8,4,deep,1.68E-04,1.66E-04,1.72E-04,9.53E-06,5.63E-06,1.41E-05
/mnt/f/code/busybox-1.31.1/coreutils/libcoreutils/getopt_mk_fifo_nod.cfg,121,4,16,4,brute-force,1.36E-04,1.35E-04,1.38E-04,3.88E-06,1.83E-06,7.66E-06
/mnt/f/code/busybox-1.31.1/coreutils/libcoreutils/getopt_mk_fifo_nod.cfg,121,4,16,4,shallow,2.64E-05,2.57E-05,2.84E-05,3.88E-06,2.02E-06,7.12E-06
/mnt/f/code/busybox-1.31.1/coreutils/libcoreutils/getopt_mk_fifo_nod.cfg,121,4,16,4,deep,1.71E-04,1.69E-04,1.75E-04,9.50E-06,6.60E-06,1.30E-05
/mnt/f/code/busybox-1.31.1/coreutils/ln.cfg,127,2,4,2,brute-force,3.35E-05,3.33E-05,3.39E-05,8.64E-07,5.30E-07,1.35E-06
/mnt/f/code/busybox-1.31.1/coreutils/ln.cfg,127,2,4,2,shallow,1.33E-05,1.32E-05,1.33E-05,2.28E-07,1.85E-07,2.92E-07
/mnt/f/code/busybox-1.31.1/coreutils/ln.cfg,127,2,4,2,deep,1.75E-04,1.74E-04,1.77E-04,5.25E-06,3.57E-06,7.83E-06
/mnt/f/code/busybox-1.31.1/coreutils/logname.cfg,108,2,4,2,brute-force,2.91E-05,2.89E-05,2.95E-05,8.01E-07,4.61E-07,1.62E-06
/mnt/f/code/busybox-1.31.1/coreutils/logname.cfg,108,2,4,2,shallow,1.10E-05,1.10E-05,1.11E-05,1.68E-07,1.25E-07,2.47E-07
/mnt/f/code/busybox-1.31.1/coreutils/logname.cfg,108,2,4,2,deep,1.51E-04,1.49E-04,1.54E-04,8.37E-06,6.47E-06,1.01E-05
/mnt/f/code/busybox-1.31.1/coreutils/md5_sha1_sum.cfg,183,9,512,192,brute-force,1.72E-02,1.70E-02,1.76E-02,7.39E-04,4.74E-04,9.90E-04
/mnt/f/code/busybox-1.31.1/coreutils/md5_sha1_sum.cfg,183,9,512,192,shallow,2.00E-03,1.93E-03,2.09E-03,2.41E-04,1.64E-04,3.28E-04
/mnt/f/code/busybox-1.31.1/coreutils/md5_sha1_sum.cfg,183,9,512,192,deep,2.59E-04,2.58E-04,2.64E-04,7.00E-06,3.52E-06,1.33E-05
/mnt/f/code/busybox-1.31.1/coreutils/mkfifo.cfg,112,2,4,2,brute-force,3.07E-05,3.05E-05,3.10E-05,8.06E-07,4.38E-07,1.56E-06
/mnt/f/code/busybox-1.31.1/coreutils/mkfifo.cfg,112,2,4,2,shallow,1.19E-05,1.18E-05,1.21E-05,4.04E-07,2.57E-07,6.20E-07
/mnt/f/code/busybox-1.31.1/coreutils/mkfifo.cfg,112,2,4,2,deep,1.54E-04,1.53E-04,1.55E-04,3.25E-06,1.90E-06,5.81E-06
/mnt/f/code/busybox-1.31.1/coreutils/mknod.cfg,130,2,4,2,brute-force,3.50E-05,3.45E-05,3.56E-05,1.78E-06,1.24E-06,2.56E-06
/mnt/f/code/busybox-1.31.1/coreutils/mknod.cfg,130,2,4,2,shallow,1.39E-05,1.38E-05,1.43E-05,7.79E-07,4.24E-07,1.39E-06
/mnt/f/code/busybox-1.31.1/coreutils/mknod.cfg,130,2,4,2,deep,1.78E-04,1.77E-04,1.80E-04,3.89E-06,2.93E-06,5.17E-06
/mnt/f/code/busybox-1.31.1/coreutils/nice.cfg,126,2,4,2,brute-force,3.34E-05,3.32E-05,3.36E-05,6.30E-07,5.31E-07,7.84E-07
/mnt/f/code/busybox-1.31.1/coreutils/nice.cfg,126,2,4,2,shallow,1.32E-05,1.31E-05,1.34E-05,3.73E-07,2.51E-07,4.91E-07
/mnt/f/code/busybox-1.31.1/coreutils/nice.cfg,126,2,4,2,deep,1.73E-04,1.71E-04,1.75E-04,7.29E-06,4.89E-06,9.88E-06
/mnt/f/code/busybox-1.31.1/coreutils/nohup.cfg,110,2,4,2,brute-force,3.05E-05,2.99E-05,3.19E-05,2.69E-06,1.36E-06,4.66E-06
/mnt/f/code/busybox-1.31.1/coreutils/nohup.cfg,110,2,4,2,shallow,1.13E-05,1.13E-05,1.14E-05,1.94E-07,1.36E-07,2.70E-07
/mnt/f/code/busybox-1.31.1/coreutils/nohup.cfg,110,2,4,2,deep,1.50E-04,1.49E-04,1.50E-04,2.19E-06,1.43E-06,3.57E-06
/mnt/f/code/busybox-1.31.1/coreutils/od.cfg,116,3,8,3,brute-force,5.49E-05,5.45E-05,5.61E-05,2.20E-06,1.03E-06,4.16E-06
/mnt/f/code/busybox-1.31.1/coreutils/od.cfg,116,3,8,3,shallow,1.52E-05,1.52E-05,1.53E-05,2.44E-07,1.89E-07,3.28E-07
/mnt/f/code/busybox-1.31.1/coreutils/od.cfg,116,3,8,3,deep,2.49E-04,2.48E-04,2.51E-04,3.95E-06,3.17E-06,5.16E-06
/mnt/f/code/busybox-1.31.1/coreutils/printenv.cfg,119,2,4,2,brute-force,3.18E-05,3.17E-05,3.20E-05,5.12E-07,3.87E-07,6.91E-07
/mnt/f/code/busybox-1.31.1/coreutils/printenv.cfg,119,2,4,2,shallow,1.25E-05,1.24E-05,1.25E-05,1.72E-07,1.37E-07,2.23E-07
/mnt/f/code/busybox-1.31.1/coreutils/printenv.cfg,119,2,4,2,deep,1.65E-04,1.64E-04,1.66E-04,3.88E-06,2.49E-06,6.67E-06
/mnt/f/code/busybox-1.31.1/coreutils/printf.cfg,260,2,4,2,brute-force,8.81E-05,8.77E-05,8.85E-05,1.27E-06,1.05E-06,1.75E-06
/mnt/f/code/busybox-1.31.1/coreutils/printf.cfg,260,2,4,2,shallow,4.00E-05,3.96E-05,4.08E-05,1.76E-06,7.57E-07,2.83E-06
/mnt/f/code/busybox-1.31.1/coreutils/printf.cfg,260,2,4,2,deep,7.99E-04,7.95E-04,8.06E-04,1.78E-05,1.07E-05,3.18E-05
/mnt/f/code/busybox-1.31.1/coreutils/pwd.cfg,139,3,8,4,brute-force,7.77E-05,7.67E-05,7.93E-05,4.14E-06,2.80E-06,5.99E-06
/mnt/f/code/busybox-1.31.1/coreutils/pwd.cfg,139,3,8,4,shallow,2.91E-05,2.89E-05,2.93E-05,5.27E-07,3.94E-07,8.71E-07
/mnt/f/code/busybox-1.31.1/coreutils/pwd.cfg,139,3,8,4,deep,1.90E-04,1.89E-04,1.92E-04,4.37E-06,3.32E-06,5.81E-06
/mnt/f/code/busybox-1.31.1/coreutils/readlink.cfg,128,3,8,4,brute-force,7.27E-05,7.09E-05,8.05E-05,1.05E-05,2.21E-06,2.35E-05
/mnt/f/code/busybox-1.31.1/coreutils/readlink.cfg,128,3,8,4,shallow,2.67E-05,2.66E-05,2.68E-05,3.24E-07,2.40E-07,5.06E-07
/mnt/f/code/busybox-1.31.1/coreutils/readlink.cfg,128,3,8,4,deep,1.82E-04,1.81E-04,1.83E-04,2.85E-06,2.00E-06,4.37E-06
/mnt/f/code/busybox-1.31.1/coreutils/realpath.cfg,120,2,4,2,brute-force,3.24E-05,3.22E-05,3.27E-05,8.20E-07,5.35E-07,1.38E-06
/mnt/f/code/busybox-1.31.1/coreutils/realpath.cfg,120,2,4,2,shallow,1.27E-05,1.26E-05,1.28E-05,3.25E-07,2.19E-07,4.63E-07
/mnt/f/code/busybox-1.31.1/coreutils/realpath.cfg,120,2,4,2,deep,1.65E-04,1.64E-04,1.67E-04,4.54E-06,2.80E-06,7.93E-06
/mnt/f/code/busybox-1.31.1/coreutils/rm.cfg,130,2,4,2,brute-force,3.50E-05,3.46E-05,3.57E-05,1.75E-06,1.28E-06,2.74E-06
/mnt/f/code/busybox-1.31.1/coreutils/rm.cfg,130,2,4,2,shallow,1.36E-05,1.35E-05,1.36E-05,2.00E-07,1.55E-07,2.95E-07
/mnt/f/code/busybox-1.31.1/coreutils/rm.cfg,130,2,4,2,deep,1.79E-04,1.78E-04,1.81E-04,4.95E-06,3.02E-06,8.57E-06
/mnt/f/code/busybox-1.31.1/coreutils/seq.cfg,166,3,8,4,brute-force,1.08E-04,1.06E-04,1.10E-04,7.34E-06,5.60E-06,9.92E-06
/mnt/f/code/busybox-1.31.1/coreutils/seq.cfg,166,3,8,4,shallow,4.18E-05,4.15E-05,4.22E-05,9.76E-07,6.64E-07,1.39E-06
/mnt/f/code/busybox-1.31.1/coreutils/seq.cfg,166,3,8,4,deep,2.92E-04,2.86E-04,3.02E-04,2.94E-05,2.10E-05,3.90E-05
/mnt/f/code/busybox-1.31.1/coreutils/sleep.cfg,109,2,4,2,brute-force,2.97E-05,2.95E-05,2.99E-05,6.93E-07,5.07E-07,9.86E-07
/mnt/f/code/busybox-1.31.1/coreutils/sleep.cfg,109,2,4,2,shallow,1.15E-05,1.14E-05,1.16E-05,2.43E-07,1.62E-07,4.32E-07
/mnt/f/code/busybox-1.31.1/coreutils/sleep.cfg,109,2,4,2,deep,1.52E-04,1.51E-04,1.54E-04,4.83E-06,2.29E-06,8.11E-06
/mnt/f/code/busybox-1.31.1/coreutils/sort.cfg,381,4,16,8,brute-force,4.18E-04,4.15E-04,4.21E-04,1.01E-05,7.91E-06,1.33E-05
/mnt/f/code/busybox-1.31.1/coreutils/sort.cfg,381,4,16,8,shallow,1.82E-04,1.81E-04,1.84E-04,4.46E-06,2.92E-06,8.00E-06
/mnt/f/code/busybox-1.31.1/coreutils/sort.cfg,381,4,16,8,deep,2.19E-03,2.14E-03,2.24E-03,1.68E-04,1.27E-04,2.20E-04
/mnt/f/code/busybox-1.31.1/coreutils/sync.cfg,128,5,32,16,brute-force,3.13E-04,3.11E-04,3.17E-04,8.61E-06,4.19E-06,1.65E-05
/mnt/f/code/busybox-1.31.1/coreutils/sync.cfg,128,5,32,16,shallow,1.06E-04,1.05E-04,1.07E-04,2.41E-06,1.70E-06,3.44E-06
/mnt/f/code/busybox-1.31.1/coreutils/sync.cfg,128,5,32,16,deep,1.92E-04,1.90E-04,1.94E-04,4.81E-06,2.94E-06,7.89E-06
/mnt/f/code/busybox-1.31.1/coreutils/tac.cfg,156,4,16,8,brute-force,1.76E-04,1.75E-04,1.79E-04,6.38E-06,4.70E-06,1.01E-05
/mnt/f/code/busybox-1.31.1/coreutils/tac.cfg,156,4,16,8,shallow,7.06E-05,6.92E-05,7.27E-05,5.96E-06,4.64E-06,7.81E-06
/mnt/f/code/busybox-1.31.1/coreutils/tac.cfg,156,4,16,8,deep,2.17E-04,2.15E-04,2.21E-04,8.94E-06,4.05E-06,1.97E-05
/mnt/f/code/busybox-1.31.1/coreutils/test.cfg,286,3,8,4,brute-force,1.47E-04,1.46E-04,1.48E-04,2.22E-06,1.87E-06,2.61E-06
/mnt/f/code/busybox-1.31.1/coreutils/test.cfg,286,3,8,4,shallow,6.36E-05,6.33E-05,6.46E-05,1.90E-06,7.54E-07,3.80E-06
/mnt/f/code/busybox-1.31.1/coreutils/test.cfg,286,3,8,4,deep,3.88E-04,3.86E-04,3.92E-04,9.30E-06,7.15E-06,1.19E-05
/mnt/f/code/busybox-1.31.1/coreutils/tr.cfg,291,5,32,16,brute-force,6.39E-04,6.33E-04,6.46E-04,2.18E-05,1.66E-05,2.87E-05
/mnt/f/code/busybox-1.31.1/coreutils/tr.cfg,291,5,32,16,shallow,2.63E-04,2.59E-04,2.70E-04,1.76E-05,1.03E-05,2.67E-05
/mnt/f/code/busybox-1.31.1/coreutils/tr.cfg,291,5,32,16,deep,3.98E-04,3.96E-04,4.04E-04,1.25E-05,7.35E-06,2.15E-05
/mnt/f/code/busybox-1.31.1/coreutils/true.cfg,104,2,4,2,brute-force,2.86E-05,2.85E-05,2.88E-05,5.31E-07,3.89E-07,8.90E-07
/mnt/f/code/busybox-1.31.1/coreutils/true.cfg,104,2,4,2,shallow,1.08E-05,1.08E-05,1.09E-05,2.47E-07,1.66E-07,3.64E-07
/mnt/f/code/busybox-1.31.1/coreutils/true.cfg,104,2,4,2,deep,1.43E-04,1.43E-04,1.45E-04,3.92E-06,2.58E-06,6.31E-06
/mnt/f/code/busybox-1.31.1/coreutils/tty.cfg,126,4,16,8,brute-force,1.55E-04,1.52E-04,1.60E-04,1.36E-05,9.69E-06,2.03E-05
/mnt/f/code/busybox-1.31.1/coreutils/tty.cfg,126,4,16,8,shallow,5.36E-05,5.33E-05,5.41E-05,1.26E-06,9.11E-07,1.78E-06
/mnt/f/code/busybox-1.31.1/coreutils/tty.cfg,126,4,16,8,deep,1.80E-04,1.79E-04,1.81E-04,3.42E-06,2.60E-06,4.65E-06
/mnt/f/code/busybox-1.31.1/coreutils/uniq.cfg,139,2,4,2,brute-force,3.62E-05,3.60E-05,3.63E-05,5.00E-07,4.14E-07,6.20E-07
/mnt/f/code/busybox-1.31.1/coreutils/uniq.cfg,139,2,4,2,shallow,1.43E-05,1.43E-05,1.45E-05,2.72E-07,1.59E-07,5.33E-07
/mnt/f/code/busybox-1.31.1/coreutils/uniq.cfg,139,2,4,2,deep,1.89E-04,1.87E-04,1.91E-04,7.21E-06,5.35E-06,1.10E-05
/mnt/f/code/busybox-1.31.1/coreutils/usleep.cfg,109,2,4,2,brute-force,3.06E-05,3.02E-05,3.13E-05,1.65E-06,1.27E-06,2.20E-06
/mnt/f/code/busybox-1.31.1/coreutils/usleep.cfg,109,2,4,2,shallow,1.13E-05,1.13E-05,1.14E-05,1.61E-07,1.29E-07,2.15E-07
/mnt/f/code/busybox-1.31.1/coreutils/usleep.cfg,109,2,4,2,deep,1.51E-04,1.50E-04,1.52E-04,3.04E-06,2.53E-06,3.71E-06
/mnt/f/code/busybox-1.31.1/coreutils/uudecode.cfg,164,4,16,8,brute-force,1.73E-04,1.72E-04,1.74E-04,2.92E-06,2.42E-06,3.62E-06
/mnt/f/code/busybox-1.31.1/coreutils/uudecode.cfg,164,4,16,8,shallow,6.51E-05,6.48E-05,6.57E-05,1.59E-06,1.16E-06,2.48E-06
/mnt/f/code/busybox-1.31.1/coreutils/uudecode.cfg,164,4,16,8,deep,2.71E-04,2.66E-04,2.80E-04,2.24E-05,1.51E-05,3.39E-05
/mnt/f/code/busybox-1.31.1/coreutils/uuencode.cfg,113,2,4,2,brute-force,3.10E-05,3.06E-05,3.23E-05,2.14E-06,5.78E-07,4.43E-06
/mnt/f/code/busybox-1.31.1/coreutils/uuencode.cfg,113,2,4,2,shallow,1.18E-05,1.17E-05,1.18E-05,2.21E-07,1.50E-07,3.71E-07
/mnt/f/code/busybox-1.31.1/coreutils/uuencode.cfg,113,2,4,2,deep,1.61E-04,1.59E-04,1.64E-04,7.42E-06,5.25E-06,9.43E-06
/mnt/f/code/busybox-1.31.1/coreutils/wc.cfg,201,6,64,16,brute-force,9.48E-04,9.40E-04,9.60E-04,3.23E-05,2.23E-05,4.62E-05
/mnt/f/code/busybox-1.31.1/coreutils/wc.cfg,201,6,64,16,shallow,1.71E-04,1.71E-04,1.72E-04,1.98E-06,1.50E-06,2.64E-06
/mnt/f/code/busybox-1.31.1/coreutils/wc.cfg,201,6,64,16,deep,2.93E-04,2.88E-04,3.00E-04,1.90E-05,1.30E-05,2.99E-05
/mnt/f/code/busybox-1.31.1/coreutils/who.cfg,123,2,4,2,brute-force,3.24E-05,3.22E-05,3.27E-05,7.43E-07,5.55E-07,1.08E-06
/mnt/f/code/busybox-1.31.1/coreutils/who.cfg,123,2,4,2,shallow,1.29E-05,1.26E-05,1.37E-05,1.51E-06,5.67E-07,2.60E-06
/mnt/f/code/busybox-1.31.1/coreutils/who.cfg,123,2,4,2,deep,1.69E-04,1.68E-04,1.71E-04,3.89E-06,2.33E-06,6.78E-06
/mnt/f/code/busybox-1.31.1/coreutils/whoami.cfg,112,2,4,2,brute-force,3.01E-05,3.00E-05,3.03E-05,4.71E-07,3.63E-07,6.23E-07
/mnt/f/code/busybox-1.31.1/coreutils/whoami.cfg,112,2,4,2,shallow,1.20E-05,1.18E-05,1.26E-05,1.12E-06,5.81E-07,2.23E-06
/mnt/f/code/busybox-1.31.1/coreutils/whoami.cfg,112,2,4,2,deep,1.55E-04,1.54E-04,1.56E-04,3.01E-06,2.13E-06,4.66E-06
/mnt/f/code/busybox-1.31.1/coreutils/yes.cfg,118,2,4,2,brute-force,3.19E-05,3.17E-05,3.24E-05,1.26E-06,8.67E-07,1.83E-06
/mnt/f/code/busybox-1.31.1/coreutils/yes.cfg,118,2,4,2,shallow,1.22E-05,1.22E-05,1.24E-05,3.51E-07,2.26E-07,5.99E-07
/mnt/f/code/busybox-1.31.1/coreutils/yes.cfg,118,2,4,2,deep,1.58E-04,1.57E-04,1.61E-04,5.68E-06,2.10E-06,9.18E-06
/mnt/f/code/busybox-1.31.1/debianutils/pipe_progress.cfg,108,2,4,2,brute-force,2.95E-05,2.93E-05,2.98E-05,8.87E-07,6.08E-07,1.34E-06
/mnt/f/code/busybox-1.31.1/debianutils/pipe_progress.cfg,108,2,4,2,shallow,1.14E-05,1.13E-05,1.16E-05,4.54E-07,3.39E-07,5.94E-07
/mnt/f/code/busybox-1.31.1/debianutils/pipe_progress.cfg,108,2,4,2,deep,1.46E-04,1.46E-04,1.47E-04,2.88E-06,2.33E-06,3.78E-06
/mnt/f/code/busybox-1.31.1/debianutils/which.cfg,116,2,4,2,brute-force,3.19E-05,3.15E-05,3.27E-05,1.96E-06,9.39E-07,3.13E-06
/mnt/f/code/busybox-1.31.1/debianutils/which.cfg,116,2,4,2,shallow,1.21E-05,1.20E-05,1.22E-05,2.28E-07,1.55E-07,3.82E-07
/mnt/f/code/busybox-1.31.1/debianutils/which.cfg,116,2,4,2,deep,1.59E-04,1.58E-04,1.60E-04,3.21E-06,2.50E-06,4.31E-06
/mnt/f/code/busybox-1.31.1/e2fsprogs/chattr.cfg,171,2,4,2,brute-force,4.35E-05,4.31E-05,4.44E-05,1.95E-06,1.02E-06,3.11E-06
/mnt/f/code/busybox-1.31.1/e2fsprogs/chattr.cfg,171,2,4,2,shallow,1.79E-05,1.78E-05,1.80E-05,2.79E-07,2.18E-07,4.29E-07
/mnt/f/code/busybox-1.31.1/e2fsprogs/chattr.cfg,171,2,4,2,deep,2.29E-04,2.28E-04,2.32E-04,6.75E-06,3.91E-06,1.06E-05
/mnt/f/code/busybox-1.31.1/e2fsprogs/e2fs_lib.cfg,163,2,4,2,brute-force,4.24E-05,4.21E-05,4.31E-05,1.66E-06,8.05E-07,3.02E-06
/mnt/f/code/busybox-1.31.1/e2fsprogs/e2fs_lib.cfg,163,2,4,2,shallow,1.71E-05,1.70E-05,1.73E-05,4.17E-07,2.90E-07,6.56E-07
/mnt/f/code/busybox-1.31.1/e2fsprogs/e2fs_lib.cfg,163,2,4,2,deep,2.21E-04,2.19E-04,2.24E-04,7.19E-06,4.64E-06,1.20E-05
/mnt/f/code/busybox-1.31.1/e2fsprogs/lsattr.cfg,123,2,4,2,brute-force,3.28E-05,3.25E-05,3.34E-05,1.30E-06,8.41E-07,1.88E-06
/mnt/f/code/busybox-1.31.1/e2fsprogs/lsattr.cfg,123,2,4,2,shallow,1.29E-05,1.28E-05,1.31E-05,5.15E-07,2.82E-07,9.17E-07
